tweet_id,url,text,username,user_followers,user_verified,like_count,retweet_count,reply_count,quote_count,view_count,created_at,language,is_retweet,date,search_keyword
1983918026098352384,https://x.com/MoneycontrolH/status/1983918026098352384,"#BiharElection2025 : राहुल गांधी के खिलाफ #ECI पहुंचीं BJP, पीएम पर विवादित बयान को लेकर दर्ज कराई शिकायत

https://t.co/rMyUxsAyTN

@BJP4Bihar 

#RahulGandhi #bjp #rjd #moneycontrol https://t.co/xP03e5Deza",MoneycontrolH,0,False,0,0,0,0,0,,hi,False,,Bihar election 2025
1983917640184725987,https://x.com/ForwardPressWeb/status/1983917640184725987,"जदयू की दिख रही संगठनात्मक कमज़ोरी और नीतीश कुमार की ढलती उम्र को भाजपा अपने लिए अवसर के रूप में देख रही है। भाजपा के भीतर सवर्ण लॉबी यह प्रयास कर रही है कि राज्य में भाजपा के नेतृत्व वाली सरकार बने और मुख्यमंत्री पद किसी सवर्ण नेता को मिले
https://t.co/LdH89eNBxE",ForwardPressWeb,0,False,0,0,0,0,0,,hi,False,,Bihar election 2025
1983914064326623335,https://x.com/htTweets/status/1983914064326623335,"🎥#WATCH | In this explosive exclusive, Prashant Kishor sits down with Hindustan Times’ @jeelanikash to discuss the Bihar Election 2025. As the founder of Jan Suraaj, Kishor shares insights on his party’s vision, the evolving political landscape, and the strategies shaping Bihar’s future. 

He addresses key issues, evaluates the roles of BJP and RJD, and explains how Jan Suraaj aims to make a difference in the state. This no-holds-barred interview delves into the challenges and opportunities in Bihar politics, giving viewers an in-depth look at what’s driving the upcoming election and the stakes for every voter. 

Watch the full interview here ⏬
https://t.co/a2zGEylTAd",htTweets,0,False,0,0,0,0,0,,en,False,,Bihar election 2025
1983911774811484380,https://x.com/aapkikhabarnews/status/1983911774811484380,"फलौदी सट्टा बाजार की बड़ी भविष्यवाणी! बिहार में NDA की वापसी तय?""

Phalodi Satta Bazar Prediction on Bihar Election 2025 | फलौदी सट्टा बाजार ने NDA को दी बढ़त

#PhalodiSattaBazar #BiharElection2025 #NDABihar #AapkiKhabarRajniti #ElectionPrediction #PoliticalAnalysis #SattaBazarPrediction",aapkikhabarnews,0,False,0,0,0,0,0,,hi,False,,Bihar election 2025
1983910606311743662,https://x.com/MoneycontrolH/status/1983910606311743662,"#BiharElection2025: 'RJD-कांग्रेस की पहचान- कट्टा, क्रूरता, कटुता, कुशासन और करप्शन है'; PM मोदी का महागठबंधन पर बड़ा हमला

https://t.co/GwyIK98UmA

@narendramodi @BJP4India 

#RJD #PMModi #BJP #moneycontrol https://t.co/WLQv6dE0yb",MoneycontrolH,0,False,0,0,0,0,0,,hi,False,,Bihar election 2025
1983908180435595588,https://x.com/aditikomal014/status/1983908180435595588,This is the real condition of Bihar and its rail management Train 01044 Mumbai LTT Special AC Festival delayed 10+ hours at Hajipur passengers helpless since morning.If this is the system before Election 2025 what more can people expect?@RailMinIndia @IRCTCofficial @NitishKumar,aditikomal014,0,False,0,0,0,0,0,,en,False,,Bihar election 2025
1983905966153441624,https://x.com/firstbiharnews/status/1983905966153441624,"दिल्ली की सीएम रेखा गुप्ता ने ललित यादव पर बोला तीखा हमला, कहा–“जंगलराज का प्रतीक हैं यह नेता”
https://t.co/Nx65YfJNQD",firstbiharnews,0,False,0,0,0,0,0,,hi,False,,Bihar election 2025
1983901011602190682,https://x.com/BiharTakChannel/status/1983901011602190682,Bihar Election 2025: मोकामा विधानसभा सीट पर सियासी माहौल अब और भी गरम हो गया है..जनसुराज पार्टी के कार्यकर्ता दुलालचंद यादव की हत्या के बाद हालात तनावपूर्ण हैं। क्या इस घटना का असर मोकामा के वोटरों पर पड़ेगा? #BiharElection2025 #Mokama @sujjha https://t.co/UCR3WTSYrg,BiharTakChannel,0,False,0,0,0,0,0,,hi,False,,Bihar election 2025
1983899346933576118,https://x.com/NDTVProfitIndia/status/1983899346933576118,"#Thread | Meet Tejashwi Yadav: All about RJD leader's financial assets, gold holding, criminal cases

Read here: https://t.co/CzUalRzurI https://t.co/aYsUHR03Cw",NDTVProfitIndia,0,False,0,0,0,0,0,,en,False,,Bihar election 2025
1983898522136289461,https://x.com/vyasa1968/status/1983898522136289461,"Bihar assembly elections 2025.  New update. 12000 voters covered now.

1. Bihar - 243 seats.
2. Others- 8 seats.
3. INDI- 95 seats.
4. NDA- 130 seats.
5. Balance 10 seats under analysis or CantSays.
6.  Towards the last end mile of this election, it is becoming completely candidate specific.  Voters are found becoming completely ruthless rejecting non performers or those they perceive as not impactful.  Bihar has had history of changing MLAs. In that way I appreciate the average Bihari voter. They like to experiment and try new MLAs.
7. Nearly half of the seats, the voters seem to be throwing out existing MLAs (In my excel)
8. NDA range could be 120 to 150.
9. INDI- range could be 85 to 110. 
10. 12000 voters heard in Bihar.
11. As always there is no guarantee to any poll or any pollster  in India. No pollster can gauge last minute vote shifts on voting day.  We need to note that there is phenomenal badlav desire, badlav noises on the ground in Bihar.",vyasa1968,0,False,0,0,0,0,0,,en,False,,Bihar election 2025
1983898329026007250,https://x.com/IndiaToday/status/1983898329026007250,"#BiharPolls Phase 1 is a male-dominated, multi-party battle

With just under 10 per cent women in the fray and a third of candidates running as independents, the first phase of Bihar's 2025 election signals a volatile start.

By @DipuJourno - https://t.co/9OW6SfiLCB https://t.co/vZovsdBAav",IndiaToday,0,False,0,0,0,0,0,,en,False,,Bihar election 2025
1983898171219525972,https://x.com/Outlookindia/status/1983898171219525972,"On the grand stage of Bihar election 2025, acting, singing, and campaigning are no longer separate professions—they are overlapping performances within a shared economy of attention.

@sakshischavan writes.

https://t.co/mMYH4xnOyM",Outlookindia,0,False,0,0,0,0,0,,en,False,,Bihar election 2025
1983898004953427969,https://x.com/chandankr964/status/1983898004953427969,"Bihar assembly election 2025 : बिहार विधानसभा चुनाव में प्रचार के लिए पहुंचे भाजपा नेता एवं पूर्व सांसद बृजभूषण शरण सिंह के हेलीकॉप्टर की इमरजेंसी लैंडिंग। बृजभूषण शरण सिंह ने कहा कि वे पूरी तरह सुरक्षित हैं। 

#brijbhushan_sharan_singh#JanSuraajForBihar #JanSuraaj #PK4Bihar #PrashantKishor #BiharBJP #BiharNews #BiharElection2025
@udaypratap3351 @EWS_WARRIOR @IndianEwsunion @neha_laldas @neetusi86329772 @MeritvsQuota @UnreservedMERIT @PlayingB60573 @PlayingB60573 @MeritvsQuota @Varsha @ManojSr60583090 @sakshichau79256 @loveena_joshi06 
@SatyajeetM72938 @shilpabhatia164
@V_arsha_ @ACRF_OF_EWS",chandankr964,0,False,0,0,0,0,0,,hi,False,,Bihar election 2025
1983889260513259852,https://x.com/patna_press/status/1983889260513259852,"Rahul Gandhi In Bihar: ‘Modi Is A Coward, Indira Gandhi Had More Guts; Trump Stopped Operation Sindoor’
@RahulGandhi @INCBihar
#Patna #PatnaPress #BiharElections2025 #Congress https://t.co/f66nfwAUnQ",patna_press,0,False,0,0,0,0,0,,en,False,,Bihar election 2025
1983889216691171811,https://x.com/BhaaratExpress/status/1983889216691171811,"Bihar Election 2025: PM मोदी ने कहा, 'लालटेन-पंजे वाले बिहारियों का अपमान करते हैं' 
#biharelection2025  #mohanyadav #mpnews #amitshah   #CMYogiAdityanath #YogiInBihar #ShahpurRally #RJDvsBJP #YogiSpeech #BJPInBihar #BiharPolitics #ElectionRally #BharatExpress | @narendramodi  @BJP4Bihar",BhaaratExpress,0,False,0,0,0,0,0,,hi,False,,Bihar election 2025
1983888361212486135,https://x.com/chandankr964/status/1983888361212486135,"Bihar assembly election 2025 : बिहार विधानसभा चुनाव में प्रचार के लिए पहुंचे भाजपा नेता एवं पूर्व सांसद बृजभूषण शरण सिंह के हेलीकॉप्टर की इमरजेंसी लैंडिंग। बृजभूषण शरण सिंह ने कहा कि वे पूरी तरह सुरक्षित हैं। 

#brijbhushan_sharan_singh#JanSuraajForBihar #JanSuraaj #PK4Bihar #PrashantKishor #BiharBJP #BiharNews #BiharElection2025
@udaypratap3351 @EWS_WARRIOR @IndianEwsunion @neha_laldas @neetusi86329772 @MeritvsQuota @UnreservedMERIT @PlayingB60573 @PlayingB60573 @MeritvsQuota @Varsha @ManojSr60583090 @sakshichau79256 @loveena_joshi06 
@SatyajeetM72938 @shilpabhatia164
@V_arsha_ @ACRF_OF_EWS",chandankr964,0,False,0,0,0,0,0,,hi,False,,Bihar election 2025
1983886730471338145,https://x.com/GoodNewsToday/status/1983886730471338145,"Bihar Assembly Election 2025: भाजपा-जेडीयू की सरकार सिर्फ पोस्टर बदलती है, हालत नहीं- संजय सिंह

#Bihar #biharassemblyelection2025 #BJP #JDU

https://t.co/k5XzIbIdxQ",GoodNewsToday,0,False,0,0,0,0,0,,hi,False,,Bihar election 2025
1983884431741042971,https://x.com/aajtak/status/1983884431741042971,"वाजपेयी, चरण सिंह के साथ जीप पर लालू यादव, कांग्रेस के खिलाफ हुंकार... ये तस्वीर ऐतिहासिक है! 

पूरी ख़बर : https://t.co/e4sdxniubD
#ChaudharyCharanSingh #AtalBihariVajpayee #LaluPrasadYadav #IndianPolitics #History #ATCard #AajTakSocial https://t.co/2hpTICI67b",aajtak,0,False,0,0,0,0,0,,hi,False,,Bihar election 2025
1983884401214955989,https://x.com/patna_press/status/1983884401214955989,"Deputy CM’s Rally In Begusarai Cancelled After Poor Turnout; Pushkar Dhami, Nitish Kumar And BJP Leaders Target Rahul, Tejashwi
#Patna #PatnaPress #BiharElections https://t.co/5JgoTqAZFt",patna_press,0,False,0,0,0,0,0,,en,False,,Bihar election 2025
1983880777357271162,https://x.com/patna_press/status/1983880777357271162,"Himachal CM Sukhvinder Sukhu In Patna: ‘Vote For The Grand Alliance, Countless Jobs Will Be Created, System Is Changing’
@SukhuSukhvinder @yadavtejashwi
#Bihar #PatnaPress #BiharElections https://t.co/w09TpdcHY5",patna_press,0,False,0,0,0,0,0,,en,False,,Bihar election 2025
1983877140467871942,https://x.com/PTI_News/status/1983877140467871942,"VIDEO | Bihar Elections 2025: RJD leader Tejashwi Yadav (@yadavtejashwi) said, ""It's election time, yet how is it that some people are roaming around with guns and bullets? How are these people moving around armed? The Prime Minister talks about things that happened 30 years ago, while just 30 minutes ago, an ASI was brutally murdered in Siwan by slitting his throat, and Dularchand Yadav was killed in Mokama. So what is this? What kind of people have taken control of Bihar? Now people are beginning to understand...""

(Full video available on PTI Videos – https://t.co/bIyFWTfmBd)

#BiharElections2025  #BiharElectionsWithPTI",PTI_News,0,False,0,0,0,0,0,,en,False,,Bihar election 2025
1983876544771600813,https://x.com/NewscheckerHI/status/1983876544771600813,"राहुल गांधी ने ‘बीमारी न होने’ और ‘भगवान से डायरेक्ट कनेक्शन’ वाला बयान प्रधानमंत्री मोदी पर निशाना साधते हुए दिया था

अधिक जानकारी के लिए हमारी रिपोर्ट पढ़ें: https://t.co/JRpxIl0aYa

ऐसे ही किसी अन्य दावे की पड़ताल के लिए उसे हमारे WhatsApp टिपलाइन नंबर +919999499044 पर भेजें।",NewscheckerHI,0,False,0,0,0,0,0,,hi,False,,Bihar election 2025
1983873145275842880,https://x.com/news4nations/status/1983873145275842880,"परबत्ता विधानसभा में बाहुबली दे रहे धमकी! राजद उम्मीदवार डॉ संजीव की शिकायत पर चुनाव आयोग हुआ सख्त, खगड़िया एसपी को बड़ा निर्देश
https://t.co/auPyllsd7y

#SanjeevKumar #ParbattaAssembly  #BiharElection2025 #ElectionCommission #BiharPolitics",news4nations,0,False,0,0,0,0,0,,hi,False,,Bihar election 2025
1983871653194166321,https://x.com/BhaaratExpress/status/1983871653194166321,"Bihar Election 2025: नालंदा में कांग्रेस नेता राहुल गांधी ने PM मोदी पर जमकर बोला हमला 
#biharelection2025  #mohanyadav #mpnews #amitshah   #CMYogiAdityanath #YogiInBihar #ShahpurRally #RJDvsBJP #YogiSpeech #BJPInBihar #BiharPolitics #ElectionRally #BharatExpress | @INCIndia  @RahulGandhi  @RJDforIndia  @Imsonikasingh",BhaaratExpress,0,False,0,0,0,0,0,,hi,False,,Bihar election 2025
1983870327307592109,https://x.com/news4nations/status/1983870327307592109,"घोषणापत्र नहीं...रेट लिस्ट है, पीएम मोदी का महागठबंधन के वादों पर बड़ा हमला, बताया राहुल-तेजस्वी का मकसद
https://t.co/Kdf1Iifbdl

#PMModi #BjpRailly #BiharElection2025 #BiharPolitics #Mahagathbandhan #RJD #Congress",news4nations,0,False,0,0,0,0,0,,hi,False,,Bihar election 2025
1983870081965945184,https://x.com/RamgGopal/status/1983870081965945184,Bihar Election 2025 : पूर्व सीएम अशोक गहलोत मीडिया से बोले...!! | Hamara... https://t.co/OXJC0jhTMi via @YouTube @HamaraWatan3,RamgGopal,0,False,0,0,0,0,0,,hi,False,,Bihar election 2025
1983869572240273787,https://x.com/cloudRaven/status/1983869572240273787,@sanjay1912206 Bihar election 2025 Interesting times ahead,cloudRaven,0,False,0,0,0,0,0,,en,False,,Bihar election 2025
1983868891291136067,https://x.com/chauthakhamba/status/1983868891291136067,"BREAKING: मुंबई में एक्टिंग क्लास में 20 बच्चों को बंधक बनाया, मोकामा में जनसुराज पार्टी समर्थक की हत्या

#Mumbai #ActingClass #kidnapped #Mokama #JanSurajParty #Murder #MumbaiNews #BreakingNews 
Mumbai | Narendra Modi |

READ: https://t.co/Z5ZqEwtrSc https://t.co/xETLk4OhCS",chauthakhamba,0,False,0,0,0,0,0,,hi,False,,Bihar election 2025
1983868470065614996,https://x.com/TheWeekLive/status/1983868470065614996,"Bihar election | 'Bihar needs a second chance, and Tejashwi represents it': Manoj Jha 

#BiharElection2025 #TejashwiYadav #Mahagathbandhan

https://t.co/evdh1Kfu6y",TheWeekLive,0,False,0,0,0,0,0,,en,False,,Bihar election 2025
1983868142008070594,https://x.com/BhaaratExpress/status/1983868142008070594,"Bihar Election 2025: अमित शाह का विपक्ष पर हमला, 'लालू ने बनाया था अपराध का अड्डा'
#biharelection2025  #mohanyadav #mpnews #amitshah   #CMYogiAdityanath #YogiInBihar #ShahpurRally #RJDvsBJP #YogiSpeech #BJPInBihar #BiharPolitics #ElectionRally #BharatExpress | @AmitShah  @BJP4Bihar",BhaaratExpress,0,False,0,0,0,0,0,,hi,False,,Bihar election 2025
1983868083631477112,https://x.com/MoneycontrolH/status/1983868083631477112,"#BiharChunav2025: लालू के सहयोगी दुलारचंद यादव की हत्या, मोकामा में बदमाशों ने सरेआम मारी गोली

https://t.co/832VhQJ2px

@RJDforIndia @laluprasadrjd @yadavtejashwi 

#dularchandyadav #lalu #mokama https://t.co/wMGH2RTpHg",MoneycontrolH,0,False,0,0,0,0,0,,hi,False,,Bihar election 2025
1983866409697604077,https://x.com/firstbiharnews/status/1983866409697604077,"Bihar Election 2025: गौराबौराम से VIP के संतोष सहनी महागठबंधन के उम्मीदवार घोषित, तेजस्वी यादव ने दिया जीत का आशीर्वाद
https://t.co/UFekMWJPeX
@sonofmallah",firstbiharnews,0,False,0,0,0,0,0,,hi,False,,Bihar election 2025
1983862649730560462,https://x.com/FactIndia_News/status/1983862649730560462,"#Bihar में #RahulGandhi का बड़ा दांव! क्या बदल जाएगी पूरी राजनीति? | Bihar Election 2025 | TFI

@RahulGandhi @INCIndia @priyankagandhi @yadavtejashwi @NitishKumar https://t.co/3x7UUjpSLv",FactIndia_News,0,False,0,0,0,0,0,,hi,False,,Bihar election 2025
1983861344853225716,https://x.com/AsianetNewsML/status/1983861344853225716,LIVE 🔴Rahul Gandhi addresses public rally in  Sheikhpura | Bihar Election 2025 | BJP vs RJD https://t.co/p3bYfX1i5K,AsianetNewsML,0,False,0,0,0,0,0,,en,False,,Bihar election 2025
1983860155621240935,https://x.com/AsianetNewsML/status/1983860155621240935,LIVE 🔴Rahul Gandhi addresses public rally in  Sheikhpura | Bihar Election 2025 | BJP vs RJD https://t.co/AYVRHkK57b,AsianetNewsML,0,False,0,0,0,0,0,,en,False,,Bihar election 2025
1983859719518482790,https://x.com/PTI_News/status/1983859719518482790,"VIDEO | Bihar Elections 2025: “Lalu ji is concerned about making his son CM, Sonia ji wants to see her son as PM,” says BJP president JP Nadda at an election rally in Nalanda.

#BiharAssemblyElections2025 #BiharElectionsWithPTI
(Full video available on PTI Videos - https://t.co/bIyFWTfmBd)",PTI_News,0,False,0,0,0,0,0,,en,False,,Bihar election 2025
1983858925666488738,https://x.com/nlhindi/status/1983858925666488738,"#NLCharcha: ""स्वच्छ हवा में सांस लेना हर व्यक्ति का अधिकार है जिससे उसे वंचित किया जा रहा है और वह दूषित हवा में सांस लेने को मजबूर है.""

🔒 सुनिए पूरा पॉडकास्ट जहां हम हफ्ते भर के सवालों और बवालों पर चर्चा करते हैं: https://t.co/hZzfC4mmIh https://t.co/8BXl04hgop",nlhindi,0,False,0,0,0,0,0,,hi,False,,Bihar election 2025
1983857568729710638,https://x.com/gauravxsp/status/1983857568729710638,"""2024 में तेजस्वी CM बनेंगे तो 2029 में राहुल जी को प्रधानमंत्री बनने से कोई नहीं रोक सकता""

◆ बिहार की एक रैली में कांग्रेस नेता इमरान प्रतापगढ़ी ने कहा 

@ShayarImran | Imran Pratapgarhi | #BiharElection2025 | Bihar Election 2025

 https://t.co/gzftVhA4FL",gauravxsp,0,False,0,0,0,0,0,,hi,False,,Bihar election 2025
1983855341491367958,https://x.com/news4nations/status/1983855341491367958,"मंत्री बिजेंद्र प्रसाद यादव का विरोध, ' रोड नहीं तो वोट नहीं' के नारों के बीच गांव से लौटे मंत्री, वीडियो वायरल
https://t.co/VQyxFOaNDX

#BijendraYadav #BiharElection2025 #JDU #BiharPolitics",news4nations,0,False,0,0,0,0,0,,hi,False,,Bihar election 2025
1983854636659552355,https://x.com/firstbiharnews/status/1983854636659552355,"Bihar Election 2025: बिहार में राजनीतिक रंजिश को लेकर मारपीट, ‘हाथी’ बनाम ‘लालटेन’ के विवाद को लेकर बवाल
https://t.co/IITyln3fPS",firstbiharnews,0,False,0,0,0,0,0,,hi,False,,Bihar election 2025
1983854378411798606,https://x.com/newsvishvas/status/1983854378411798606,"नीतीश कुमार की लोकसभा चुनाव में फिसली थी जुबान, वीडियो अब बिहार चुनाव में वायरल

#BiharElection2025 #NitishKumar #Bihar #JDU

https://t.co/6bz9iFK4Fr",newsvishvas,0,False,0,0,0,0,0,,hi,False,,Bihar election 2025
1983853897509896234,https://x.com/PraveenGB_01/status/1983853897509896234,"Analyzing the Bihar 2025 election predictions. This framework highlights the critical governance systems at play, ensuring a measured and institutional understanding of the political landscape.

@yadavtejashwi @NitishKumar

#BiharPredictions2025 #BiharPolitics #ElectionAnalysis",PraveenGB_01,0,False,0,0,0,0,0,,en,False,,Bihar election 2025
1983852615005040701,https://x.com/1stIndiaNews/status/1983852615005040701,"Bihar Election 2025: पटना में कांग्रेस की अहम बैठक, कांग्रेस पर्यवेक्षक पूर्व CM Ashok Gehlot रहे मौजूद  

#FINVideo #FirstIndiaNews #BiharElection2025 #Congress #AshokGehlot @ashokgehlot51 @INCBihar https://t.co/M4A4Bcyjdb",1stIndiaNews,0,False,0,0,0,0,0,,hi,False,,Bihar election 2025
1983852134862090329,https://x.com/PraveenGB_01/status/1983852134862090329,"@gova_mca @narendramodi Analyzing the Bihar 2025 election predictions. This framework highlights the critical governance systems at play, ensuring a measured and institutional understanding of the political landscape.

@RahulGandhi @yadavtejashwi

#GovernanceMatters #PoliticalSystems #ElectionAnalysis",PraveenGB_01,0,False,0,0,0,0,0,,en,False,,Bihar election 2025
1983850802524426288,https://x.com/BiharTakChannel/status/1983850802524426288,Bihar Election 2025: छपरा विधानसभा में इस बार चुनावी माहौल गरम है..भोजपुरी स्टार खेसारी लाल यादव के लिए उनकी पत्नी चंदा देवी खुद प्रचार मैदान में उतर आई हैं। उन्होंने घर-घर जाकर महिलाओं से वोट मांगा और बिहार तक के ज़रिए जनता से अपील की कि “एक-एक वोट बदलाव की ताकत रखता है...देखिए छपरा से ये एक्सक्लूसिव ग्राउंड रिपोर्ट #BiharElection2025 #KhesariLalYadav #ChandaDevi #ChhapraElection #BiharTak #BiharPolitics,BiharTakChannel,0,False,0,0,0,0,0,,hi,False,,Bihar election 2025
1983850170078130302,https://x.com/TheWeekLive/status/1983850170078130302,"Tejashwi Yadav interview | Bihar elections 2025 | PM SHRI row in Kerala | THE WEEK

As Bihar heads into a crucial election,Tejashwi Yadav is wooing the restless youth with promises of employment, while the ruling NDA banks on Nitish Kumar's loyal base of women voters to see him through what many believe could be his last political battle.   

Also in the issue:  

- Tejashwi Yadav interview  
- Samrat Choudhary interview  
- PM SHRI row in Kerala   

#tejashwiyadav #biharelections #pmshri #samratchoudhary",TheWeekLive,0,False,0,0,0,0,0,,en,False,,Bihar election 2025
1983849998052946170,https://x.com/ShaileshTewarie/status/1983849998052946170,"Top 10 swing / battleground assembly seats in Bihar to watch in the 2025 election, 

There is a close fight between the NDA and the INDIA/Mahagathbandhan, and several high-profile constituencies — where leaders, narrow past margins, or new entrants matter — can decide the balance. 

Raghopur (Vaishali) — Tejashwi Yadav’s seat and a high-profile contest; symbolic and electorally important if the RJD leader faces a strong challenge. 

Mahua — Returning contestants and factional fights (including local heavyweights) make this a close three-way battle. 

Harnaut — Considered Nitish Kumar / JD(U) terrain; any slip here signals wider anti-incumbency for JD(U). 

Sheohar — Three-cornered contests and local swings make it unpredictable and useful as a barometer. 

Hathua — Lalu/Yadav family connections and local loyalties mean close margins; important for MGB (Mahagathbandhan) pride. 

Raghunathpur (Siwan area) — Recent reports flagged it as a seat where RJD influence is being challenged — watch for new entrants/independents. 

Biharsharif — Identified in reporting as a battleground with potential for surprise swings between alliances. 

Narkatiaganj — One of the constituencies listed where alliance coordination and seat sharing are contentious; close fights likely. 

Valmiki Nagar (West Champaran) — High local competition and seat allocation dynamics inside the NDA make this one to watch. 

Sikta / Sikta-area seats — Reported as constituencies with tight margins last time and potential INDIA-bloc internal contestation; could be decisive locally. 

Why these matter

They are either seats with top leaders, very small margins in the previous election, or complex multi-party contests where vote-splitting could change the outcome. 

Several are listed in recent press roundups of “seats to watch” and in coverage of where alliance seat-sharing or new parties (e.g., JSP, LJP(RV)) could alter results.",ShaileshTewarie,0,False,0,0,0,0,0,,en,False,,Bihar election 2025
